Date Open High Low Close Volume Dividends "Stock Splits"
2017-01-03 115.17909134297783 115.87439685736129 114.81212781825761 115.43983459472656 22307600 0.0 0
2017-01-04 115.5653594615785 116.27998302746437 115.55570776280011 116.0675277709961 19749100 0.0 0
2017-01-05 115.98060403412735 116.80144781188888 115.98060403412735 116.72419738769531 20644300 0.0 0
2017-01-06 116.84972414229382 118.05684939169768 116.55035943810816 117.7478256225586 24074300 0.0 0
2017-01-09 117.84440409512197 118.3465723670885 117.76714630440276 118.13411712646484 18909200 0.0 0
2017-01-10 118.18241929334788 118.75218639427405 117.91202434418011 118.3948745727539 16176600 0.0 0
2017-01-11 118.4431518282221 118.71354675292969 117.83475587992088 118.71354675292969 20686000 0.0 0
2017-01-12 118.28862711122768 118.60730997693453 117.42915443780637 118.5300521850586 19622500 0.0 0
2017-01-13 118.58800859268676 119.1384575098513 118.58800859268676 118.93566131591797 16930800 0.0 0
2017-01-17 118.6266268490684 118.81011227229418 118.23069353880778 118.5783462524414 14538500 0.0 0
2017-01-18 118.75217970889648 118.935665143092 118.45281494170116 118.81977844238281 12499700 0.0 0
2017-01-19 118.99359921372778 119.40885066210441 118.51074903504373 118.76183319091797 12710700 0.0 0
2017-01-20 119.28330360088047 119.58267571844546 118.70388486631343 119.02256774902344 22091000 0.0 0
2017-01-23 118.9453142615625 119.29296698843748 118.36589550600726 119.119140625 17434200 0.0 0
2017-01-24 119.35090251891535 120.1041549795218 119.1481063298821 119.92066955566406 17640900 0.0 0
2017-01-25 120.67390442488859 121.1567545581673 120.56767680615062 121.1277847290039 15036200 0.0 0
2017-01-26 121.29195531185574 121.50441055512213 121.04087117274925 121.25332641601562 16052200 0.0 0
2017-01-27 121.51406962243377 121.60097911229364 121.08915913589601 121.48509979248047 15053000 0.0 0
2017-01-30 121.0795090235873 121.0795090235873 119.87238356821202 120.5387191772461 25006700 0.0 0
2017-01-31 120.1138015712484 120.32625681769069 119.60198158720576 120.29728698730469 19091100 0.0 0
2017-02-01 121.14709549254339 121.36920979564326 120.57733587177452 121.1277847290039 22861900 0.0 0
2017-02-02 120.91533304708368 121.38852412865282 120.57733941739144 121.02156066894531 15101400 0.0 0
2017-02-03 121.14710260280928 121.49475530859075 121.03122327935463 121.36921691894531 16957200 0.0 0
2017-02-06 121.16642351914093 121.5333869980267 121.05053682531488 121.51407623291016 11630100 0.0 0
2017-02-07 121.76516085674271 122.2093895278192 121.64928152316573 121.95830535888672 17541100 0.0 0
2017-02-08 121.79413879020582 122.334928664042 121.56236538623935 122.16110229492188 12569100 0.0 0
2017-02-09 122.2866256672093 122.87570343640128 122.21902694128768 122.60530853271484 17542700 0.0 0
2017-02-10 122.87569733026587 123.18472111450937 122.66324209715317 123.01089477539062 13915700 0.0 0
2017-02-13 123.38752466833074 123.86071575459327 123.33924407372929 123.70621490478516 19120200 0.0 0
2017-02-14 123.75449673376825 124.13111928929803 123.35856341259733 124.12146759033203 16333500 0.0 0
2017-02-15 124.03453325757155 124.91332395631751 123.96692717209172 124.8553695678711 17891400 0.0 0
2017-02-16 124.932651789668 125.18374331580833 124.49808957151046 124.8167724609375 15098300 0.0 0
2017-02-17 124.63329911726687 125.3672408981675 124.61398098213274 125.35757446289062 15563700 0.0 0
2017-02-21 125.59898627526606 126.05286662261771 125.53139491258499 125.9756088256836 18479600 0.0 0
2017-02-22 125.85972797295784 126.1108047583879 125.64727271781784 126.02389526367188 12110900 0.0 0
2017-02-23 126.21704059639193 126.21704059639193 125.04855135252942 125.55070495605469 17489000 0.0 0
2017-02-24 124.98092197188959 125.79210662841798 124.94230044628085 125.79210662841797 18624500 0.0 0
2017-02-27 125.5603429442786 125.95626882362407 125.34788772345152 125.94661712646484 12008700 0.0 0
2017-02-28 125.91764523077026 125.97558488360471 125.21268822892569 125.56034088134766 16598600 0.0 0
2017-03-01 126.36187343048931 127.16339160627498 126.12044838743175 126.93163299560547 25813800 0.0 0
2017-03-02 126.90267689550349 126.92198029153705 126.13976542508995 126.29428100585938 19951400 0.0 0
2017-03-03 126.20736391257694 126.56466827808642 125.86936294193785 126.52604675292969 13722700 0.0 0
2017-03-06 126.11078949569696 126.45844216790395 125.7438334283901 126.24598693847656 12026200 0.0 0
2017-03-07 125.99491729056497 126.583995053494 125.81143187885343 126.03353881835938 15500900 0.0 0
2017-03-08 126.11078950559065 126.65157927675148 125.98525849576724 126.25565338134766 15776000 0.0 0
2017-03-09 126.22671810132675 126.526082896911 125.67626174654012 126.35224914550781 20855300 0.0 0
2017-03-10 126.93165741078349 127.08617300456089 126.3329279041686 126.88336944580078 21922600 0.0 0
2017-03-13 126.83509719921611 127.12481028959775 126.76750582819832 127.09584045410156 10731600 0.0 0
2017-03-14 126.80610707280924 126.85439503604934 126.27496894800308 126.78678894042969 14019700 0.0 0
2017-03-15 127.04752908918289 127.8683802382131 126.64193673150048 127.56901550292969 22709100 0.0 0
2017-03-16 127.81044311842427 127.81044311842427 127.19239550365869 127.48209381103516 18457300 0.0 0
2017-03-17 127.64080980091393 127.77628846879306 127.36985246515569 127.4375991821289 21234500 0.274 0
2017-03-20 127.39887396577052 127.84402656797614 127.21502167366643 127.5537109375 10105200 0.0 0
2017-03-21 128.03756608569478 128.15368643208095 125.54087527592745 125.61829376220703 35841900 0.0 0
2017-03-22 125.65702995516128 126.59570894412697 125.49250641740674 126.46990203857422 29177900 0.0 0
2017-03-23 126.30537255477496 126.65374835711927 125.93763843950423 126.1505355834961 20311700 0.0 0
2017-03-24 126.55696224971932 127.05048844754505 125.92795740350623 126.41181182861328 22967600 0.0 0
2017-03-27 125.511825704949 126.83759677333354 125.22151011798562 126.6150131225586 18472400 0.0 0
2017-03-28 126.61507373245136 127.76665009348505 126.33444454922515 127.38924407958984 23721900 0.0 0
2017-03-29 127.4763022618701 128.02790347883118 127.34082359269733 127.9795150756836 13710000 0.0 0
2017-03-30 127.93114299139467 128.3279072753216 127.81502262188215 128.1924285888672 16092400 0.0 0
2017-03-31 128.0085546074641 128.4537072767661 127.86340415338115 128.10533142089844 19841400 0.0 0
2017-04-03 128.21176012377282 128.52141929981158 127.31178314983809 128.02789306640625 23700300 0.0 0
2017-04-04 127.66016487372339 128.25046793293677 127.61177647226648 128.23110961914062 13400000 0.0 0
2017-04-05 128.41496521688612 129.1697769607906 127.4666146505051 127.70854187011719 32011200 0.0 0
2017-04-06 127.83436583751983 128.11499495271363 127.44727337475709 127.77629089355469 18832200 0.0 0
2017-04-07 127.73757195518539 128.0956195150703 127.2537175159612 127.70854187011719 16743100 0.0 0
