Date Open High Low Close Volume Dividends "Stock Splits"
2017-01-03 128.25340755907902 128.5728865475553 126.3834905300819 127.3419418334961 29792400 0.0 0
2017-01-04 127.8399932159541 129.63473669062802 127.80239900796686 129.46559143066406 34499400 0.0 0
2017-01-05 129.19304980262268 129.44674609105002 127.3325243262516 127.97149658203125 30286900 0.0 0
2017-01-06 128.1782766452946 128.46017586918066 127.49231852164078 127.50172424316406 23436000 0.0 0
2017-01-09 127.360755636862 127.52990089068466 126.38352133451464 126.66542053222656 24077900 0.0 0
2017-01-10 126.85332848813417 128.1500559897241 126.62780629803567 127.87754821777344 21684900 0.0 0
2017-01-11 128.0091172020191 128.53532138141466 127.24799941839417 128.10308837890625 27428800 0.0 0
2017-01-12 127.94332488068547 127.99970184106112 125.52840659936521 127.11642456054688 41844200 0.0 0
2017-01-13 127.46407239079515 128.70442267978223 127.46407239079515 128.03726196289062 27784500 0.0 0
2017-01-17 127.41712582132766 127.50169126522384 126.03583288574438 126.29893493652344 28197800 0.0 0
2017-01-18 126.62778442885612 126.7969296267145 125.86666688345353 126.71236419677734 21289700 0.0 0
2017-01-19 126.98489868196563 127.26679787764273 125.13377831387203 125.67877960205078 34105900 0.0 0
2017-01-20 125.6787769730077 126.74059104138453 125.6787769730077 126.32714080810547 29286100 0.0 0
2017-01-23 125.9418686227115 126.55263820162791 125.08677974183875 125.8009262084961 20537000 0.0 0
2017-01-24 126.23316399876042 128.05609576159952 126.12041006307561 127.72721099853516 34313800 0.0 0
2017-01-25 128.7890511483791 129.24948704248536 128.68568857370178 128.9300079345703 29127300 0.0 0
2017-01-26 129.0521049492075 129.20245306297906 128.18762480199888 128.41314697265625 22255600 0.0 0
2017-01-27 128.51649769084847 128.7701939792758 127.4640753292086 127.97149658203125 19467800 0.0 0
2017-01-30 127.06942679296213 127.07883251077982 125.19952420925505 126.18614959716797 40464400 0.0 0
2017-01-31 125.79150481733186 127.3795227302582 125.42504024804003 127.0694351196289 32945000 0.0 0
2017-02-01 127.99972266706968 128.61049228782815 126.57144397389499 126.9942855834961 30010500 0.0 0
2017-02-02 127.13522518117425 127.48289267177715 126.37410751905104 126.67478942871094 19935700 0.0 0
2017-02-03 127.78360279674718 128.71385144570684 127.33255837629444 128.61048889160156 24534100 0.0 0
2017-02-06 128.16885860603344 128.52593187783845 127.2573926612598 127.64265441894531 23691500 0.0 0
2017-02-07 127.62383567036737 128.2346051428917 126.63719592876409 127.0788345336914 30342200 0.0 0
2017-02-08 127.07887764567147 127.07887764567147 125.81033835639849 126.85335540771484 32956900 0.0 0
2017-02-09 126.85331933849302 128.9675413274679 126.85331933849302 128.63865661621094 28267600 0.0 0
2017-02-10 129.47497950992542 130.01998080791938 128.9205868291689 129.61593627929688 27287600 0.0 0
2017-02-13 130.39583178516838 130.8092819730204 129.75685940267343 129.95419311523438 23245100 0.0 0
2017-02-14 129.61591974310213 130.5649654486409 129.30583209563216 130.3864288330078 27145000 0.0 0
2017-02-15 129.85084092300605 131.3354965623265 129.7380869856866 131.16635131835938 20253500 0.0 0
2017-02-16 131.0441849983454 131.4012438552989 129.86961721287258 130.79986572265625 24613600 0.0 0
2017-02-17 130.09514146238195 130.76230235740402 129.90721346059703 130.71531677246094 26703200 0.0 0
2017-02-21 130.96902338596132 131.85230073865554 130.96902338596132 131.73953247070312 21353500 0.0 0
2017-02-22 131.55160499873463 131.5704020997994 130.84686425766998 131.15695190429688 14890800 0.0 0
2017-02-23 131.51404817333395 131.5610194272437 129.38102847541103 130.37705993652344 24596200 0.0 0
2017-02-24 129.16491945412187 130.28309631347656 129.01457128651455 130.28309631347656 24512300 0.0 0
2017-02-27 129.99182084084688 131.55165100097656 129.8696754861806 131.55165100097656 28269000 0.0 0
2017-02-28 130.96898689641623 131.0629436992142 129.44673757606554 129.52191162109375 40184100 0.0 0
2017-03-01 131.22273164328254 132.3597197796233 131.10058632072503 131.889892578125 35719800 0.0 0
2017-03-02 131.861715745008 131.8899042325497 130.27369736954066 130.37705993652344 25937000 0.0 0
2017-03-03 130.42405309735486 131.00663432434524 129.5595726405983 130.28309631347656 30989800 0.0 0
2017-03-06 129.46558545146647 129.6441220861871 128.72326476487868 129.39041137695312 23892100 0.0 0
2017-03-07 129.10850754234906 129.4280009320466 128.36618688243752 128.5447235107422 29711300 0.0 0
2017-03-08 128.9957248558477 129.3152038363585 127.58624358396301 127.6989974975586 34115100 0.0 0
2017-03-09 127.63326624298372 128.2534416239141 126.74998876189908 127.1916275024414 35223800 0.0 0
2017-03-10 128.0654749048288 128.08427200497582 126.70297907289098 127.75540161132812 39516600 0.0 0
2017-03-13 127.46407411435938 128.53527922479498 127.46407411435938 128.05606079101562 21295000 0.0 0
2017-03-14 127.55810460432228 127.6332786885522 126.43991340063685 127.44535064697266 30037800 0.0 0
2017-03-15 128.06548975261646 129.69110216112526 127.76480780533534 129.41859436035156 31230400 0.0 0
2017-03-16 129.87899801252001 130.15149140783655 129.25882283119813 129.58770751953125 25306600 0.0 0
2017-03-17 129.80384171192657 130.35823429620734 129.02392693869032 130.1045379638672 33324600 0.0 0
2017-03-20 129.93542465851053 130.16094690286937 129.0803356122219 129.540771484375 19091200 0.0 0
2017-03-21 130.15149105842391 130.23607082872945 125.83848195423477 125.88546752929688 61869000 0.0 0
2017-03-22 125.64118758153427 126.20497158036999 124.76730159325733 125.91368103027344 46332600 0.0 0
2017-03-23 125.91369998806739 127.5111097322584 125.57542380263956 126.6466293334961 37764600 0.0 0
2017-03-24 127.17151477851414 127.66154614209779 126.14434554155783 126.738037109375 33514400 0.387 0
2017-03-27 125.10774905345934 127.28461343900678 124.7684987681135 126.9736328125 35596700 0.0 0
2017-03-28 126.54011513289598 128.06673391832334 126.40818529192416 127.96307373046875 26891900 0.0 0
2017-03-29 127.87826634752616 128.62273890018858 127.50132804846693 128.37771606445312 22119500 0.0 0
2017-03-30 128.46253647498887 129.4614358860664 128.40598279007253 129.3483428955078 25792900 0.0 0
2017-03-31 129.4991095043815 130.20587950454464 129.04678073047336 129.55564880371094 29434300 0.0 0
2017-04-03 130.0174048667425 130.13991626294268 127.78401636230484 128.18922424316406 38834900 0.0 0
2017-04-04 128.0950067148485 128.6792797785823 127.54845048832024 128.03846740722656 25642600 0.0 0
2017-04-05 128.94317361401485 129.50858121924108 126.35168254704578 126.58727264404297 44968800 0.0 0
2017-04-06 126.7850745256827 127.81225758213627 126.11600715511108 127.76513671875 41012100 0.0 0
2017-04-07 127.41651173045291 128.1892395126858 126.98301977021966 127.7086410522461 24300200 0.0 0
2017-04-10 127.66154693794141 128.9620087120189 127.36941755490119 127.99137878417969 22779900 0.0 0
2017-04-11 127.47305702580289 129.02794546681406 127.29400630292692 129.00909423828125 32589200 0.0 0
2017-04-12 128.76406063580802 128.8205999310896 127.14320040113606 127.25627899169922 25700800 0.0 0
2017-04-13 127.10553896821824 127.56728622930048 125.95585845898276 126.01239776611328 30207000 0.0 0
2017-04-17 126.34225411779482 127.52020450952807 125.97471979146789 127.4919204711914 18278800 0.0 0
2017-04-18 126.95473513188416 127.6520866797577 126.4270158542596 127.52015686035156 24553300 0.0 0
2017-04-19 127.8688463465027 129.06564771913762 127.72748370164233 127.96307373046875 34627600 0.0 0
2017-04-20 128.48136097671284 129.7347015220062 128.3023102732034 129.59335327148438 31934400 0.0 0
2017-04-21 129.32956971556644 129.6216991913832 128.8301197641479 129.30130004882812 29386000 0.0 0
2017-04-24 131.0634397530474 131.30844819375915 130.50745076492834 130.91265869140625 33836900 0.0 0
2017-04-25 132.1566058312956 132.75971581244974 132.01524316709117 132.18487548828125 32751700 0.0 0
2017-04-26 132.09064568911288 133.64554886069115 132.0529576028068 132.86338806152344 41669200 0.0 0
2017-04-27 133.19315763859618 133.62664956121128 132.38272747139843 132.8256378173828 23004300 0.0 0
2017-04-28 132.9010521044348 133.03298195155458 131.02575021104832 131.0446014404297 31113900 0.0 0
2017-05-01 131.59115681150234 132.2036850923148 130.78072659330263 131.79847717285156 20925200 0.0 0
2017-05-02 131.91157044404395 132.2508206749464 130.69593217122056 131.12940979003906 17993900 0.0 0
2017-05-03 130.50746852769336 130.761895427159 129.7535774961525 130.31898498535156 27050300 0.0 0
2017-05-04 130.54514630413638 130.73361545232612 129.20699665893278 130.1399383544922 25799100 0.0 0
2017-05-05 130.69595723637389 130.97866821289062 129.60281579612382 130.97866821289062 23806500 0.0 0
2017-05-08 130.66764261512472 130.9691903415126 129.81950997740904 130.4320526123047 16680000 0.0 0
2017-05-09 130.60170657883384 130.82787822053805 129.83839705958746 130.37554931640625 23988400 0.0 0
2017-05-10 130.08339999675243 131.44040103045623 129.91378205717743 131.18597412109375 19791500 0.0 0
2017-05-11 130.67707378705668 130.82785485459655 129.0844829119426 130.27186584472656 28617300 0.0 0
2017-05-12 129.77240685041275 129.94202475479722 129.25410595489404 129.58392333984375 24111200 0.0 0
2017-05-15 130.02680248370726 131.22360346792257 130.02680248370726 130.59222412109375 31132200 0.0 0
2017-05-16 130.9597880303154 131.02574576199822 129.6875961068566 130.63938903808594 18520900 0.0 0
2017-05-17 128.47194520815236 129.14101278014644 126.98301462837003 127.11494445800781 50791200 0.0 0
2017-05-18 126.81343452492364 128.06676109043894 126.49302108948872 127.57674407958984 44805100 0.0 0
2017-05-19 127.82170443383542 128.8771429879542 127.61438409223754 128.18922424316406 44450500 0.0 0
2017-05-22 128.40595224258234 129.29177283164063 128.31172488201975 129.05618286132812 20062700 0.0 0
2017-05-23 129.37659495428113 129.75354757275753 128.49078865422385 129.48025512695312 16681400 0.0 0
2017-05-24 129.58394610387725 130.07397743474908 128.94314806904723 129.5651092529297 21256000 0.0 0
